,Player,Player ID,Team ID,Team Abbrev,GP,MIN,Height (in),Weight (lbs),Player Postion,Advanced ASTpercent,Advanced OREBpercent,Advanced DREBpercent,Advanced REBpercent,Advanced TSpercent,Advanced USGpercent,Advanced PACE,Advanced PIE,Scoring percentPTS2PT_MR,Scoring percentPTS3PT,Scoring percentPTSFBPs,Scoring percentPTSFT,Scoring percentPTSOffTO,Scoring percentPTSPITP,Scoring 2FGMpercentAST,Scoring 3FGMpercentAST,Scoring FGMpercentAST,Scoring DriveFGPCT,Scoring CatchShootFGPCT,Scoring PullUpFGPCT,Scoring ITPFGPCT,Scoring PostFGPCT,Scoring ElbowFGPCT,Scoring RA FGPCT,Scoring ITP(NonRA) FGPCT,Scoring MR FGPCT,Scoring LC3 FGPCT,Scoring RC3 FGPCT,Scoring ATB3 FGPCT,Scoring Backcourt3 FGPCT,Scoring Corner FGPCT,spotupoffense Poss,spotupoffense PPP,touches Time_OfPoss,touches Avg_Sec_PerTouch,touches Avg_Drib_PerTouch,PickNRollHandler Poss,PickNRollHandler PPP,PickNRollHandler FG PCT,PickNRollHandler FT Poss,PickNRollHandler TOV Poss,PickNRollHandler SFF Poss,ISO Percentile,ISO Poss,ISO PPP,ISO FG PCT,Passing ASTPTS Created,Passing percent ASTtoPassADJ,TransitionOffensive Poss,TransitionOffensive PPP,PickNRollMan Percentile,PickNRollMan Poss,PickNRollMan PPP,postupdefense Poss,postupdefense PPP,Postupoffense Poss,Postupoffense PPP,putbacksoffense Poss,putbacksoffense PPP,Defense UnderRim OPPFGPCT,Defense <5ft OPPFGPCT,Defense 5-9ft OPPFGPCT,Defense 10-14ft OPPFGPCT,Defense 15-19ft OPPFGPCT,Defense 20-24ft OPPFGPCT,Defense 25-29ft OPPFGPCT,Defense 30-34ft OPPFGPCT,Defense 35-39ft OPPFGPCT,Defense 40+ft OPPFGPCT,Defense STLpercent,Defense BLKpercent,Defense WinShares
135,Frank Ntilikina,1628373.0,1610612752.0,NYK,57.0,20.8,76.0,200.0,Guard,20.6,1.9,8.7,5.2,47.9,14.9,99.46,5.9,21.3,36.2,10.3,13.5,14.5,29.1,29.6,82.4,46.7,47.5,42.9,41.0,76.3,0.0,62.5,60.6,42.5,46.0,28.599999999999998,50.0,36.199999999999996,0.0,40.9,1.8,0.9,3.4,4.32,3.85,23.0,0.589,31.0,8.9,21.8,5.6000000000000005,53.300000000000004,3.1,0.87,54.50000000000001,1140.0,13.100000000000001,1.1,0.73,11.5,8.4,0.763,0.4,0.89,0.0,0.0,0.0,0.0,64.9,62.4,36.9,45.0,47.8,36.1,34.699999999999996,33.300000000000004,16.7,0.0,28.1,15.0,6.2
136,Justin Jackson,1628382.0,1610612742.0,DAL,65.0,16.1,80.0,220.0,Forward,5.8,2.6,11.8,7.0,49.3,15.7,101.16,6.0,3.5,42.1,14.7,10.2,11.6,44.2,82.4,92.5,86.1,100.0,0.0,100.0,62.5,0.0,50.0,72.2,66.7,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.85,0.6,1.72,0.89,13.3,0.899,42.6,11.4,13.900000000000002,11.4,45.1,10.4,0.833,38.9,130.0,3.5999999999999996,1.0,1.28,100.0,1.0,2.0,0.6,0.9,0.0,0.0,0.2,0.33,60.9,75.0,17.599999999999998,28.599999999999998,50.0,55.900000000000006,31.3,0.0,0.0,0.0,11.4,10.0,3.3000000000000003
137,Meyers Leonard,203086.0,1610612748.0,MIA,51.0,20.3,84.0,260.0,Forward-Center,7.6,2.9,21.7,12.7,64.0,12.0,97.87,8.7,1.3,51.0,3.7,5.7,10.7,42.0,83.1,94.1,87.9,55.7,35.5,33.6,56.3,0.0,71.39999999999999,62.4,36.1,48.699999999999996,18.2,31.6,35.6,0.0,24.4,2.1,1.07,0.9,1.75,0.34,34.1,0.779,38.7,2.3,10.5,2.3,28.199999999999996,4.3,0.769,31.6,600.0,10.299999999999999,0.6,1.37,99.1,9.4,1.75,0.7,0.97,0.3,0.63,0.0,0.0,61.0,53.7,39.2,33.6,42.0,34.5,34.8,33.300000000000004,0.0,0.0,8.3,18.8,7.7
138,Omari Spellman,1629016.0,1610612750.0,MIN,49.0,18.1,80.0,245.0,Forward,8.6,7.6,15.5,11.4,55.1,17.7,102.39,9.8,10.8,34.9,6.2,19.7,13.8,34.6,60.7,100.0,74.0,48.1,38.4,25.7,60.6,100.0,80.0,64.60000000000001,30.8,30.8,42.9,42.3,32.7,0.0,42.6,2.2,1.09,0.8,1.72,0.55,10.4,0.767,40.0,5.800000000000001,12.8,5.800000000000001,23.1,3.5000000000000004,0.741,34.8,440.00000000000006,7.5,0.7,1.19,77.4,2.1,1.273,0.4,1.14,0.9,0.71,1.1,0.94,60.5,60.4,38.800000000000004,42.199999999999996,39.7,36.0,32.6,63.2,20.0,0.0,22.6,27.900000000000002,4.7
139,Steven Adams,203500.0,1610612760.0,OKC,63.0,26.7,83.0,265.0,Center,13.9,12.8,21.1,17.1,59.7,16.5,100.55,13.3,0.8,0.6,4.2,16.6,9.9,82.1,65.9,100.0,66.1,53.2,42.9,35.699999999999996,71.0,0.0,77.8,67.5,45.9,27.900000000000002,43.3,41.699999999999996,43.9,0.0,43.1,0.0,0.0,1.7,1.83,0.4,28.9,0.97,47.199999999999996,4.5,17.9,4.5,15.8,5.8999999999999995,0.645,33.300000000000004,280.0,10.100000000000001,0.6,1.1,2.7,17.1,0.692,0.7,1.21,2.5,0.87,1.8,0.97,74.0,58.9,36.199999999999996,39.800000000000004,42.699999999999996,32.5,33.2,41.9,33.300000000000004,0.0,21.0,44.4,9.6
140,Vince Carter,1713.0,1610612737.0,ATL,60.0,14.6,78.0,220.0,Guard-Forward,8.8,1.7,11.6,6.5,47.3,16.5,105.26,5.2,12.4,59.3,6.6,8.9,12.0,19.4,46.3,86.3,68.5,45.5,34.9,0.0,53.6,75.0,71.39999999999999,61.3,38.9,0.0,25.0,60.0,33.300000000000004,0.0,38.5,2.9,0.74,0.7,1.83,0.81,7.3,0.97,47.3,4.5,10.6,3.0,100.0,11.5,1.727,81.8,480.0,7.199999999999999,0.5,0.83,91.2,4.6,1.421,0.4,1.26,0.4,1.09,0.0,0.0,75.0,61.5,30.2,38.6,37.8,29.099999999999998,41.099999999999994,75.0,0.0,0.0,18.4,27.200000000000003,3.6999999999999997
141,Cam Reddish,1629629.0,1610612737.0,ATL,58.0,26.7,80.0,218.0,Forward-Guard,8.4,2.2,11.2,6.7,46.7,18.1,105.85,5.1,7.2,41.7,15.0,17.5,13.5,33.6,51.6,85.5,65.4,41.5,30.5,25.0,62.9,40.699999999999996,47.099999999999994,60.4,37.0,28.599999999999998,25.0,33.300000000000004,27.6,0.0,30.8,3.6,0.81,1.5,2.89,2.2,36.3,0.692,40.9,4.3999999999999995,23.1,2.1999999999999997,80.0,4.3999999999999995,1.0,64.3,1570.0,12.4,2.3,0.95,51.0,12.2,1.1,0.5,1.38,0.0,0.0,0.3,0.8,54.400000000000006,61.9,33.6,44.800000000000004,44.9,42.199999999999996,37.3,30.4,0.0,0.0,25.6,15.7,4.5
142,Daniel Theis,1628464.0,1610612738.0,BOS,65.0,24.1,80.0,245.0,Forward-Center,10.1,8.9,17.2,13.0,60.5,14.2,100.25,10.0,5.5,15.0,7.3,14.0,16.8,65.5,78.2,100.0,80.9,75.0,40.0,50.0,68.8,44.4,71.39999999999999,69.39999999999999,54.2,66.7,0.0,100.0,0.0,0.0,100.0,1.1,0.89,0.8,1.49,0.38,17.8,0.663,37.9,7.3999999999999995,25.3,4.2,51.800000000000004,5.6000000000000005,0.864,41.199999999999996,200.0,6.9,0.6,1.41,78.8,3.5000000000000004,1.286,1.0,1.2,0.0,0.0,1.2,1.14,56.89999999999999,67.2,38.5,29.599999999999998,33.300000000000004,38.2,39.900000000000006,0.0,0.0,0.0,13.4,43.3,10.5
143,Danuel House Jr.,1627863.0,1610612745.0,HOU,63.0,30.4,78.0,220.0,Forward-Guard,5.5,3.2,10.3,6.7,57.0,13.3,104.9,6.9,1.6,59.5,16.9,11.8,18.5,27.1,71.2,95.0,85.1,60.9,45.9,35.5,81.8,100.0,100.0,81.5,41.699999999999996,26.700000000000003,54.50000000000001,44.6,43.2,0.0,49.0,4.4,0.99,0.9,1.59,0.8,14.099999999999998,0.912,39.0,8.799999999999999,5.8999999999999995,7.3999999999999995,44.1,2.4,0.826,56.3,340.0,8.1,2.5,1.34,42.4,11.5,1.038,0.8,0.94,0.0,0.0,0.4,1.05,72.2,64.5,39.5,33.6,35.099999999999994,34.2,35.5,30.0,0.0,11.1,20.5,15.299999999999999,9.1
144,Dario Saric,203967.0,1610612756.0,PHX,66.0,24.7,82.0,225.0,Forward-Center,10.4,5.9,18.0,11.9,54.9,16.6,102.98,9.1,7.4,37.7,6.3,12.6,13.4,42.4,67.0,98.3,77.5,33.300000000000004,50.0,50.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,0.0,66.7,0.0,0.0,3.5,0.91,1.1,1.43,0.46,24.7,0.635,30.4,8.3,18.8,9.4,13.8,4.9,0.633,19.2,0.0,10.0,1.1,1.07,32.2,3.3000000000000003,1.0,0.8,0.8,0.9,0.89,0.7,1.31,50.0,50.0,0.0,0.0,100.0,71.39999999999999,33.300000000000004,0.0,0.0,0.0,15.9,12.9,5.0
145,Garrett Temple,202066.0,1610612751.0,BKN,62.0,27.9,77.0,195.0,Guard-Forward,13.0,1.7,8.6,5.2,50.5,16.1,102.94,7.2,4.5,60.1,16.2,10.0,14.7,25.4,57.5,87.8,74.9,39.0,34.8,25.7,55.60000000000001,50.0,37.5,42.1,34.5,25.900000000000002,22.2,50.0,28.599999999999998,0.0,27.3,4.0,1.03,1.7,2.73,2.05,14.799999999999999,0.855,38.6,5.800000000000001,13.0,2.9000000000000004,95.5,4.6,1.2,60.0,380.0,9.9,1.8,1.23,24.4,2.6,0.931,0.2,1.46,0.0,0.0,0.2,0.73,70.19999999999999,65.8,37.1,46.300000000000004,37.3,33.0,32.7,20.0,0.0,14.299999999999999,22.5,18.0,9.8
146,Georges Niang,1627777.0,1610612762.0,UTA,66.0,14.0,79.0,230.0,Forward,7.4,1.6,11.0,6.3,61.7,16.0,102.42,8.7,2.1,66.2,13.9,6.8,8.5,24.9,44.7,100.0,79.0,66.7,66.7,0.0,74.6,64.3,50.0,78.8,33.300000000000004,66.7,100.0,0.0,66.7,0.0,50.0,2.4,1.23,0.6,1.76,0.89,20.200000000000003,0.866,36.5,16.400000000000002,9.0,13.4,85.39999999999999,3.5000000000000004,1.059,50.0,160.0,3.2,1.1,1.27,10.6,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,63.7,62.7,42.8,40.8,42.1,40.300000000000004,32.4,38.5,40.0,0.0,15.1,7.3999999999999995,4.6
147,Giannis Antetokounmpo,203507.0,1610612749.0,MIL,63.0,30.4,83.0,242.0,Forward,33.5,7.4,29.2,18.9,60.8,36.6,107.63,23.4,3.8,15.2,21.3,21.3,15.9,59.7,42.8,56.2,44.6,60.5,24.4,0.0,78.2,50.0,66.7,78.8,28.599999999999998,0.0,20.0,42.9,22.2,0.0,33.300000000000004,2.9,0.98,4.6,3.3,2.16,14.7,0.58,24.7,4.0,7.000000000000001,2.0,59.3,6.3,0.9,50.0,390.0,6.0,7.7,1.12,91.7,19.400000000000002,1.444,0.5,0.6,3.1,0.9,1.9,1.31,59.0,59.5,44.7,44.2,35.099999999999994,35.6,32.0,77.8,0.0,0.0,20.7,25.0,19.5
148,Isaac Bonga,1629067.0,1610612764.0,WAS,66.0,18.9,80.0,180.0,Guard,8.0,5.6,12.3,8.9,63.4,10.2,103.9,6.6,1.7,23.4,17.3,19.5,19.0,55.4,59.1,100.0,67.9,39.6,27.1,21.4,61.1,0.0,50.0,52.0,33.300000000000004,0.0,0.0,33.300000000000004,24.2,0.0,25.0,1.3,1.11,0.8,2.28,1.62,9.8,0.934,44.4,11.5,14.799999999999999,11.5,50.2,5.5,0.857,30.8,280.0,9.9,1.3,1.16,50.5,2.1,1.083,0.0,0.0,0.0,0.0,0.5,1.13,60.9,58.699999999999996,27.1,35.4,40.9,38.2,36.3,50.0,0.0,0.0,19.400000000000002,19.5,6.7
149,Ja Morant,1629630.0,1610612763.0,MEM,67.0,31.0,75.0,174.0,Guard,35.5,2.2,8.5,5.5,56.8,25.8,103.83,13.4,5.7,13.5,14.3,19.6,12.9,61.2,27.9,47.4,30.2,47.699999999999996,40.699999999999996,29.4,58.599999999999994,100.0,69.19999999999999,62.2,40.5,33.900000000000006,39.4,40.0,36.7,0.0,39.7,1.1,1.11,6.6,5.35,4.75,22.5,0.606,27.400000000000002,10.6,12.8,10.6,50.2,5.4,0.857,47.4,360.0,9.6,3.1,1.15,99.5,2.8000000000000003,1.923,0.5,0.96,0.0,0.0,0.4,1.35,67.5,61.3,42.1,39.0,43.6,38.0,34.300000000000004,0.0,0.0,0.0,18.8,7.9,9.700000000000001
150,Jae Crowder,203109.0,1610612748.0,MIA,65.0,28.8,78.0,235.0,Forward,12.0,2.9,17.2,10.0,52.9,15.3,104.12,8.8,4.0,53.9,20.2,16.6,17.0,25.5,59.5,81.1,71.3,0.0,100.0,0.0,53.1,100.0,21.4,59.4,15.4,100.0,0.0,0.0,0.0,0.0,0.0,3.1,0.76,1.6,1.9,1.04,4.3999999999999995,0.949,50.0,10.2,13.600000000000001,10.2,42.0,4.5,0.818,38.9,130.0,3.1,2.7,0.94,59.0,33.300000000000004,1.136,0.3,0.92,0.0,0.0,0.6,1.23,69.5,65.5,41.8,42.0,36.8,36.8,44.3,33.300000000000004,0.0,0.0,23.3,11.700000000000001,6.1
151,Jeff Teague,201952.0,1610612737.0,ATL,59.0,24.8,75.0,195.0,Guard,32.2,1.6,7.5,4.5,55.6,19.2,104.36,10.3,3.7,20.4,8.1,27.4,12.1,48.5,14.1,40.5,19.6,38.800000000000004,27.700000000000003,17.599999999999998,62.5,0.0,100.0,66.7,15.0,33.300000000000004,37.5,87.5,11.1,0.0,62.5,1.6,0.79,4.8,4.94,4.84,14.899999999999999,0.875,43.8,12.5,14.099999999999998,12.5,19.8,3.4000000000000004,0.692,27.3,450.0,17.4,2.0,1.06,18.4,20.4,0.862,0.6,1.4,0.0,0.0,0.0,0.0,68.0,59.3,41.099999999999994,50.8,40.8,37.3,32.1,37.5,100.0,0.0,18.6,12.0,3.8
152,Jordan Poole,1629673.0,1610612744.0,GSW,57.0,22.3,76.0,194.0,Guard,13.9,0.5,8.9,4.5,42.0,19.3,103.69,4.3,13.3,46.3,11.2,20.7,21.0,19.7,51.6,87.9,69.2,44.4,22.0,30.599999999999998,65.5,0.0,60.0,55.1,40.300000000000004,38.3,0.0,37.5,19.0,0.0,27.3,2.0,0.69,1.5,2.74,2.03,11.200000000000001,0.757,38.2,13.5,13.5,12.2,15.0,4.1000000000000005,0.643,28.000000000000004,1789.9999999999998,14.299999999999999,1.3,1.08,28.7,6.4,0.96,0.0,0.0,0.0,0.0,0.0,0.0,65.4,61.199999999999996,42.199999999999996,43.2,34.1,41.099999999999994,37.9,20.0,100.0,0.0,15.7,9.9,5.8999999999999995
153,Josh Hart,1628404.0,1610612740.0,NOP,65.0,27.0,77.0,215.0,Guard,7.7,3.2,18.0,10.5,56.8,14.8,105.1,8.8,0.8,58.2,29.4,12.0,15.5,29.0,44.7,98.0,74.9,42.4,43.2,21.8,40.0,0.0,66.7,54.50000000000001,23.1,27.800000000000004,50.0,20.0,34.5,0.0,40.0,4.5,1.01,1.4,2.0,1.25,38.1,0.747,35.6,8.0,14.7,8.0,86.2,2.1,1.063,57.099999999999994,520.0,10.2,3.3,1.15,19.8,3.2,0.889,0.8,1.14,0.0,0.0,0.2,1.2,80.0,61.9,39.7,35.099999999999994,40.8,37.8,36.8,0.0,0.0,0.0,23.200000000000003,14.499999999999998,6.1
154,Kelly Olynyk,203482.0,1610612748.0,MIA,67.0,19.4,83.0,240.0,Forward-Center,11.0,3.5,18.9,11.4,60.9,15.5,101.52,9.6,3.3,49.7,6.9,16.6,14.4,30.4,67.2,95.0,81.0,49.4,35.6,46.300000000000004,75.0,0.0,33.300000000000004,56.10000000000001,46.1,47.199999999999996,25.0,37.5,37.1,0.0,29.2,2.6,1.06,1.0,1.74,0.55,12.3,0.737,33.300000000000004,9.2,13.200000000000001,9.2,48.6,3.1,0.85,44.4,600.0,10.299999999999999,0.9,1.07,16.8,23.0,0.857,0.4,1.0,0.2,0.91,0.4,1.0,66.10000000000001,59.8,39.800000000000004,45.300000000000004,41.6,39.4,33.800000000000004,40.0,0.0,0.0,21.8,19.7,5.7
155,Kyle Anderson,203937.0,1610612763.0,MEM,67.0,19.8,81.0,230.0,Forward-Guard,15.9,5.0,15.5,10.5,53.9,13.2,105.33,9.8,14.1,9.4,18.8,13.7,14.9,62.7,54.1,100.0,57.5,33.300000000000004,33.300000000000004,0.0,62.9,53.800000000000004,47.8,62.2,45.9,38.9,0.0,0.0,16.7,0.0,0.0,1.3,0.83,1.1,2.51,1.4,17.5,0.64,28.4,14.000000000000002,9.3,14.000000000000002,48.6,6.9,0.85,38.9,250.0,7.1,1.2,0.98,28.1,8.200000000000001,0.958,0.2,0.91,0.0,0.0,0.5,0.85,63.0,63.4,42.9,39.2,42.699999999999996,39.1,28.799999999999997,27.3,0.0,11.1,25.7,23.9,7.7
156,Solomon Hill,203524.0,1610612748.0,MIA,59.0,18.4,78.0,226.0,Forward,13.2,2.6,12.5,7.7,54.9,13.4,104.44,7.1,6.6,61.3,13.1,9.5,17.2,22.6,62.5,92.9,80.2,55.60000000000001,29.9,39.0,52.900000000000006,33.300000000000004,44.4,66.9,34.599999999999994,38.6,21.4,29.4,35.9,0.0,25.8,2.2,1.04,0.9,1.76,0.83,15.2,0.806,45.5,1.5,16.400000000000002,1.5,48.6,2.0,0.85,61.5,1420.0,16.5,1.1,1.09,98.2,1.7000000000000002,1.692,0.4,0.86,0.0,0.0,0.2,1.36,63.2,51.5,40.400000000000006,39.900000000000006,42.0,38.5,34.1,42.9,0.0,0.0,22.3,9.700000000000001,4.6
157,Will Barton,203115.0,1610612743.0,DEN,58.0,33.0,78.0,181.0,Guard,16.0,4.3,14.6,9.5,54.3,19.6,97.71,11.1,9.4,36.0,12.7,11.9,15.3,42.8,37.0,70.1,47.5,47.4,28.4,35.0,40.0,50.0,80.0,53.800000000000004,33.300000000000004,10.0,35.699999999999996,0.0,33.0,0.0,20.0,2.7,1.17,3.4,3.63,2.89,14.799999999999999,0.74,37.5,5.5,8.200000000000001,2.7,29.5,3.8,0.773,38.9,420.0,10.2,3.3,0.95,88.9,1.2,1.375,0.6,0.9,0.0,0.0,1.1,0.94,69.19999999999999,64.9,37.2,36.4,44.0,38.0,34.1,50.0,0.0,0.0,18.2,15.9,11.5
158,Brandon Clarke,1629634.0,1610612763.0,MEM,58.0,22.4,80.0,215.0,Forward,9.6,6.2,17.8,12.2,67.4,18.7,105.96,14.4,2.1,10.9,15.2,12.6,15.9,74.5,83.3,100.0,84.8,0.0,100.0,0.0,100.0,0.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,1.18,0.9,1.44,0.63,4.7,0.964,52.6,18.2,14.499999999999998,18.2,17.8,3.2,0.68,38.9,0.0,0.0,1.8,1.43,63.1,26.400000000000002,1.158,0.5,1.27,0.0,0.0,1.1,1.14,0.0,42.9,50.0,75.0,66.7,20.0,40.0,0.0,0.0,0.0,15.299999999999999,31.2,7.5
159,Brandon Ingram,1627742.0,1610612740.0,NOP,62.0,33.9,80.0,190.0,Forward,20.0,2.4,15.0,8.8,60.0,28.1,104.42,14.0,12.3,30.3,12.8,21.3,12.8,36.1,28.3,89.8,46.4,48.199999999999996,34.4,40.2,62.9,58.199999999999996,44.7,68.0,42.6,43.0,29.4,29.4,28.999999999999996,0.0,29.4,4.9,1.14,3.9,3.49,2.56,19.400000000000002,0.881,40.0,10.2,5.1,10.2,16.6,2.7,0.654,33.300000000000004,550.0,7.8,4.2,1.19,53.5,14.099999999999998,1.1,0.8,1.0,0.8,0.74,0.4,1.15,65.4,65.10000000000001,35.4,37.2,41.699999999999996,44.5,38.1,50.0,66.7,9.1,18.5,16.6,7.6
160,Chris Boucher,1628449.0,1610612761.0,TOR,62.0,13.2,81.0,200.0,Forward-Center,5.1,12.2,17.7,15.0,56.6,18.7,101.65,12.3,2.0,22.2,11.4,23.2,18.5,52.5,69.1,100.0,75.7,42.1,40.6,40.9,56.599999999999994,28.599999999999998,38.5,57.4,45.9,54.2,46.2,20.8,39.0,0.0,29.7,1.1,0.78,0.5,1.64,0.49,10.100000000000001,0.839,40.400000000000006,3.2,12.9,3.2,6.5,3.5999999999999996,0.515,21.4,210.0,5.5,0.6,1.41,43.8,7.8,1.048,0.4,1.19,0.0,0.0,1.2,1.0,55.1,54.7,45.5,35.4,43.4,39.1,38.4,25.0,0.0,0.0,16.7,52.6,5.8999999999999995
161,Danilo Gallinari,201568.0,1610612760.0,OKC,62.0,29.6,82.0,233.0,Forward,11.2,2.2,16.4,9.5,61.7,24.0,99.23,13.3,13.4,46.3,4.6,22.5,10.9,17.8,50.0,86.4,68.1,50.9,43.0,40.6,64.0,50.0,58.3,67.0,40.9,45.300000000000004,56.599999999999994,35.699999999999996,37.8,0.0,52.2,5.1,1.12,2.1,2.34,1.08,29.799999999999997,0.743,36.0,17.1,14.299999999999999,11.4,98.4,4.7,1.455,70.0,780.0,16.8,1.5,1.16,14.7,15.299999999999999,0.815,0.7,1.06,2.4,1.07,0.5,1.18,73.3,61.6,40.699999999999996,42.8,48.1,41.8,37.7,20.0,0.0,0.0,14.399999999999999,3.1,6.6000000000000005
162,Gorgui Dieng,203476.0,1610612763.0,MEM,63.0,17.4,82.0,252.0,Center,12.8,8.3,22.2,15.0,56.3,18.6,102.6,13.7,9.8,40.5,3.7,13.5,14.4,36.2,68.8,97.9,79.5,40.5,16.7,28.999999999999996,75.0,50.0,100.0,52.400000000000006,28.599999999999998,40.0,0.0,0.0,0.0,0.0,0.0,2.1,0.92,1.0,1.66,0.66,40.1,0.444,23.3,7.7,17.1,6.800000000000001,93.89999999999999,1.9,1.143,50.0,550.0,12.4,0.8,1.08,97.7,11.1,1.667,0.6,1.0,0.4,0.53,0.8,0.87,67.60000000000001,56.99999999999999,34.9,47.099999999999994,55.00000000000001,31.0,31.1,0.0,0.0,0.0,26.0,39.300000000000004,8.0
163,Khris Middleton,203114.0,1610612749.0,MIL,62.0,29.9,79.0,222.0,Forward,21.2,2.5,15.5,9.4,62.4,25.3,106.67,15.6,23.7,35.6,12.2,15.3,12.8,25.4,39.8,71.9,50.3,41.9,33.0,39.4,58.3,0.0,83.3,53.900000000000006,38.5,41.3,38.5,35.699999999999996,30.7,0.0,37.0,2.6,1.37,3.3,3.45,2.68,28.9,1.186,61.3,11.600000000000001,16.3,4.7,93.89999999999999,2.3,1.143,50.0,270.0,9.0,3.3,1.22,44.7,2.1999999999999997,1.053,0.3,1.23,1.6,1.0,0.4,1.41,68.30000000000001,60.199999999999996,45.300000000000004,45.9,31.3,40.2,34.699999999999996,50.0,0.0,0.0,18.099999999999998,3.1,15.9
164,Kyle Korver,2594.0,1610612749.0,MIL,58.0,16.6,79.0,212.0,Guard-Forward,8.8,1.4,8.8,5.4,60.0,14.4,107.94,7.0,9.3,76.7,9.3,8.6,11.3,5.3,77.3,97.4,92.9,64.3,33.6,26.700000000000003,54.400000000000006,56.49999999999999,45.0,60.0,47.4,31.8,33.300000000000004,50.0,32.800000000000004,0.0,42.9,1.6,1.26,0.5,1.6,0.71,21.7,0.957,36.8,4.3,13.0,4.3,93.89999999999999,4.3999999999999995,1.143,46.2,490.00000000000006,7.3,1.0,1.02,87.5,3.9,1.357,0.0,0.0,0.0,0.0,0.0,0.0,63.6,63.5,46.0,45.5,35.4,38.1,34.4,20.0,0.0,0.0,20.5,9.8,7.6
165,Lonzo Ball,1628366.0,1610612740.0,NOP,63.0,32.1,78.0,190.0,Guard,28.9,3.2,14.3,8.7,51.2,18.4,104.52,9.9,6.1,59.6,17.0,5.4,15.2,29.0,40.8,80.2,61.7,42.9,25.0,43.8,100.0,0.0,100.0,66.7,28.599999999999998,60.0,0.0,33.300000000000004,31.3,0.0,20.0,4.5,0.99,4.5,3.38,2.57,16.900000000000002,0.926,42.6,5.6000000000000005,9.3,5.6000000000000005,46.9,8.1,0.842,41.199999999999996,830.0000000000001,16.0,2.7,0.94,56.2,2.5,1.118,0.9,1.07,0.0,0.0,0.4,1.32,50.0,55.1,29.2,33.300000000000004,42.1,38.1,28.799999999999997,0.0,0.0,0.0,27.800000000000004,16.6,8.1
166,Marco Belinelli,201158.0,1610612759.0,SAS,57.0,15.5,77.0,220.0,Guard,10.9,0.4,9.6,5.1,49.6,15.8,102.96,6.1,20.3,53.9,10.9,12.5,7.4,13.3,93.0,89.1,91.0,42.6,35.8,34.300000000000004,66.7,0.0,80.0,55.1,35.0,40.2,58.3,41.199999999999996,28.000000000000004,0.0,48.3,1.9,0.94,0.6,2.15,1.44,42.4,0.82,39.7,3.3000000000000003,3.3000000000000003,1.6,46.9,4.9,0.842,37.5,770.0,9.6,0.6,0.93,10.100000000000001,7.8,0.731,0.3,0.67,0.0,0.0,0.0,0.0,72.3,60.6,37.4,37.7,42.8,39.7,38.1,18.8,25.0,0.0,9.8,0.8999999999999999,4.5
167,Matisse Thybulle,1629680.0,1610612755.0,PHI,65.0,19.8,77.0,201.0,Guard-Forward,8.1,2.5,5.1,3.8,54.4,10.9,102.64,4.5,0.9,61.0,21.2,10.4,22.9,27.7,75.8,100.0,90.0,37.1,43.7,31.5,60.0,0.0,33.300000000000004,51.5,22.1,31.1,42.4,43.3,38.4,0.0,42.9,2.5,0.98,0.5,1.42,0.87,17.5,0.806,30.4,4.8,3.2,4.8,36.1,2.7,0.8,42.9,1710.0000000000002,14.399999999999999,1.3,1.2,25.5,22.6,0.947,0.0,0.0,0.0,0.0,0.0,0.0,75.3,57.699999999999996,37.9,41.0,36.4,35.8,34.9,21.7,33.300000000000004,0.0,36.6,30.099999999999998,8.1
168,P.J. Washington,1629023.0,1610612766.0,CHA,58.0,30.3,79.0,230.0,Forward,10.9,2.8,14.9,8.8,55.0,17.6,97.71,8.3,1.8,32.2,11.1,13.1,14.4,52.8,81.3,96.6,85.6,47.4,44.0,30.5,53.6,0.0,50.0,61.5,40.6,37.7,47.599999999999994,52.300000000000004,37.3,0.0,50.0,3.7,0.87,1.2,1.56,0.61,16.5,1.114,47.5,4.5,4.5,4.5,36.1,5.6000000000000005,0.8,31.6,290.0,10.0,1.3,1.15,16.8,8.3,0.857,1.1,1.2,1.9,0.88,0.5,0.91,57.3,61.9,42.0,39.0,41.9,33.300000000000004,35.0,35.699999999999996,0.0,0.0,21.2,30.099999999999998,7.8
169,Ricky Rubio,201937.0,1610612756.0,PHX,65.0,31.0,75.0,190.0,Guard,36.9,2.3,11.5,6.9,50.7,19.5,103.76,10.9,19.4,26.6,10.8,21.0,12.8,33.0,29.8,86.3,44.1,25.0,15.4,14.299999999999999,0.0,0.0,0.0,20.0,33.300000000000004,0.0,100.0,0.0,20.8,0.0,33.300000000000004,3.6,0.95,6.9,5.22,4.81,10.2,0.98,32.5,16.0,8.0,12.0,22.3,7.3,0.727,38.9,160.0,9.2,2.2,1.0,12.4,25.8,0.783,0.6,0.82,0.0,0.0,0.3,0.69,100.0,52.6,20.0,20.0,33.300000000000004,30.0,50.9,0.0,0.0,0.0,29.2,6.4,9.700000000000001
